"task","family","supported","reason","nodeBudget","operatorSet","binaryBudgetUsed","protectedCount","recognizedFeatures"
"5to10Traces/0186.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0187.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0188.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0189.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0190.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0191.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0192.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0193.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0194.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0195.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0196.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"5to10Traces/0197.trace","5to10Traces","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0001.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0002.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0003.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0004.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0005.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0006.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0007.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0008.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0009.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0010.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0011.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0012.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0013.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0014.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0015.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0016.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0017.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0018.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0019.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0020.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0021.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0022.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0023.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0024.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0025.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0026.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0027.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0028.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0029.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0030.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0031.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0032.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0033.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0034.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0035.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0036.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0037.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0038.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0039.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0040.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0041.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"baseTest/0042.trace","baseTest","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0000.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0003.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0006.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0009.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0010.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0012.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0015.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0018.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0021.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","36","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0030.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0033.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0036.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0042.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0045.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0048.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0049.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0051.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0054.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0055.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0057.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0058.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0060.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0061.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0063.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0064.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0066.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0067.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0069.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"disjunctedExistence/0070.trace","disjunctedExistence","false","BINARY_TEMPORAL_UNTIL_REQUIRED","134","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0001.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0002.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0003.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0004.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0005.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0006.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0007.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0008.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0009.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0010.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0011.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0012.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0013.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0014.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","5","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0015.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0016.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0017.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0018.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0019.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0020.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0021.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","18","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0022.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0023.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0024.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0025.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0026.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0027.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0028.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","6","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0029.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0030.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0031.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0032.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0033.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0034.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0035.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","3","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0036.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0037.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0038.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0039.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0040.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0041.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"equal/0042.trace","equal","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0000.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0001.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0002.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0003.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0004.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0005.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0006.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0007.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","10","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0008.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0009.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0010.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0011.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0012.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0013.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0014.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0015.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","11","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0016.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0017.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0018.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0019.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0020.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0021.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0022.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0023.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","20","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0024.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0025.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0026.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0027.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0028.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0029.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0030.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0031.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","37","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0032.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0033.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0034.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0035.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0036.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0037.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0038.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0039.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","70","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0040.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0041.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0042.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0043.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0044.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0045.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0046.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0047.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","135","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0048.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0049.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0050.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0051.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0052.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0053.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
"increasingNumVariables/0054.trace","increasingNumVariables","false","BINARY_TEMPORAL_UNTIL_REQUIRED","264","Neg;X;F;G;And;Or;Imply;Until","2","",""
